ID_Funcionario,Departamento,Nivel_Acesso,Data_Hora,Arquivo_Acessado,IP_Origem,Pais
FUNC716,Vendas,Estagiario,2026-04-14 00:46:49,lista_clientes.csv,121.159.141.89,EUA
FUNC912,RH,Analista,2026-04-10 23:52:49,folha_pagamento.pdf,85.226.109.78,Russia
FUNC751,Financeiro,Estagiario,2026-04-09 01:37:49,relatorio_mensal.xlsx,215.89.66.153,EUA
FUNC336,TI,Estagiario,2026-03-25 04:00:49,codigo_fonte.git,197.170.232.198,Brasil
FUNC104,RH,Analista,2026-04-03 22:49:49,lista_clientes.csv,9.43.164.172,Brasil
FUNC692,TI,Diretor,2026-03-26 07:42:49,planejamento_estrategico.pptx,206.131.213.167,Brasil
FUNC692,TI,Gerente,2026-03-24 04:42:49,codigo_fonte.git,61.209.43.212,Brasil
FUNC426,Vendas,Diretor,2026-04-15 23:46:49,codigo_fonte.git,223.180.16.203,EUA
FUNC181,RH,Analista,2026-03-22 22:45:49,folha_pagamento.pdf,11.6.114.94,Russia
FUNC492,Vendas,Gerente,2026-03-23 23:38:49,planejamento_estrategico.pptx,151.12.155.208,Brasil
FUNC119,Financeiro,Diretor,2026-04-11 02:02:49,folha_pagamento.pdf,51.100.131.141,China
FUNC792,Operacoes,Diretor,2026-03-30 06:04:49,relatorio_mensal.xlsx,140.93.106.156,Brasil
FUNC750,Operacoes,Estagiario,2026-04-15 08:30:49,lista_clientes.csv,209.51.177.153,Brasil
FUNC520,RH,Estagiario,2026-04-09 00:04:49,folha_pagamento.pdf,108.137.129.160,Brasil
FUNC316,Vendas,Analista,2026-03-30 02:03:49,lista_clientes.csv,200.55.87.171,Brasil
FUNC984,Financeiro,Gerente,2026-03-20 00:43:49,folha_pagamento.pdf,130.74.240.199,Russia
FUNC519,Operacoes,Gerente,2026-03-27 12:45:49,relatorio_mensal.xlsx,113.151.10.122,Brasil
FUNC647,TI,Estagiario,2026-04-15 13:23:49,planejamento_estrategico.pptx,169.129.31.194,Brasil
FUNC598,TI,Gerente,2026-03-26 18:56:49,codigo_fonte.git,99.115.116.80,Brasil
FUNC988,RH,Diretor,2026-04-11 22:30:49,folha_pagamento.pdf,112.56.185.153,Brasil
FUNC498,Financeiro,Estagiario,2026-03-20 10:14:49,planejamento_estrategico.pptx,235.93.232.212,Brasil
FUNC531,Financeiro,Analista,2026-04-08 12:18:49,folha_pagamento.pdf,160.201.229.255,China
FUNC211,RH,Estagiario,2026-03-21 16:47:49,codigo_fonte.git,253.10.58.111,Russia
FUNC632,Operacoes,Gerente,2026-04-18 21:52:49,relatorio_mensal.xlsx,38.172.181.168,Brasil
FUNC395,RH,Analista,2026-03-28 01:56:49,relatorio_mensal.xlsx,214.95.125.42,EUA
FUNC527,Vendas,Analista,2026-03-21 09:11:49,codigo_fonte.git,145.198.187.189,Brasil
FUNC712,Vendas,Diretor,2026-04-09 19:09:49,codigo_fonte.git,170.123.174.184,EUA
FUNC577,RH,Estagiario,2026-03-30 15:14:49,folha_pagamento.pdf,252.2.159.168,Brasil
FUNC738,Vendas,Gerente,2026-04-14 08:59:49,codigo_fonte.git,194.8.218.255,Brasil
FUNC446,Operacoes,Diretor,2026-04-02 08:55:49,relatorio_mensal.xlsx,193.181.60.112,Brasil
FUNC340,Vendas,Diretor,2026-04-05 13:29:49,codigo_fonte.git,212.12.194.254,Brasil
FUNC347,Operacoes,Diretor,2026-04-04 20:59:49,planejamento_estrategico.pptx,107.249.2.208,EUA
FUNC679,Financeiro,Gerente,2026-03-20 09:00:49,planejamento_estrategico.pptx,130.68.230.59,China
FUNC755,Vendas,Gerente,2026-04-07 15:09:49,folha_pagamento.pdf,174.251.172.159,Brasil
FUNC884,TI,Analista,2026-04-08 19:52:49,planejamento_estrategico.pptx,86.24.184.23,China
FUNC670,Vendas,Gerente,2026-03-20 05:30:49,lista_clientes.csv,166.28.111.189,Brasil
FUNC666,Vendas,Gerente,2026-04-15 07:31:49,planejamento_estrategico.pptx,53.55.239.199,Brasil
FUNC309,RH,Analista,2026-04-05 03:06:49,lista_clientes.csv,27.163.37.226,Russia
FUNC343,Financeiro,Gerente,2026-03-21 23:41:49,lista_clientes.csv,175.234.71.47,Brasil
FUNC825,RH,Analista,2026-03-30 00:12:49,codigo_fonte.git,100.189.221.6,Brasil
FUNC109,TI,Estagiario,2026-04-11 07:37:49,lista_clientes.csv,145.229.205.112,Brasil
FUNC418,Vendas,Analista,2026-04-18 12:12:49,codigo_fonte.git,106.137.39.212,Russia
FUNC152,RH,Analista,2026-04-11 01:26:49,codigo_fonte.git,1.160.88.254,EUA
FUNC628,RH,Gerente,2026-04-06 07:13:49,relatorio_mensal.xlsx,189.185.175.57,Brasil
FUNC133,RH,Gerente,2026-03-22 00:41:49,codigo_fonte.git,140.240.219.180,China
FUNC312,RH,Estagiario,2026-04-11 16:24:49,folha_pagamento.pdf,147.170.196.32,Brasil
FUNC920,Operacoes,Analista,2026-03-20 08:22:49,planejamento_estrategico.pptx,233.184.54.156,Brasil
FUNC652,RH,Analista,2026-03-24 02:15:49,planejamento_estrategico.pptx,10.58.123.240,China
FUNC974,Financeiro,Analista,2026-03-31 11:05:49,relatorio_mensal.xlsx,86.6.222.220,Brasil
FUNC250,Vendas,Estagiario,2026-04-15 02:32:49,codigo_fonte.git,14.53.231.72,Brasil
FUNC263,Operacoes,Diretor,2026-03-26 16:02:49,lista_clientes.csv,6.14.188.43,Brasil
FUNC290,Vendas,Diretor,2026-04-07 04:47:49,lista_clientes.csv,19.128.205.211,Brasil
FUNC300,TI,Estagiario,2026-03-28 11:31:49,lista_clientes.csv,213.176.190.162,EUA
FUNC168,Vendas,Analista,2026-04-01 06:46:49,planejamento_estrategico.pptx,234.115.218.196,Brasil
FUNC673,Vendas,Analista,2026-03-31 15:46:49,codigo_fonte.git,72.20.132.71,Brasil
FUNC191,Vendas,Analista,2026-04-13 14:09:49,relatorio_mensal.xlsx,127.187.252.152,Brasil
FUNC225,Vendas,Analista,2026-04-04 00:33:49,folha_pagamento.pdf,98.35.185.7,Brasil
FUNC131,Financeiro,Diretor,2026-04-15 20:36:49,folha_pagamento.pdf,243.114.215.120,Russia
FUNC189,Operacoes,Estagiario,2026-03-27 02:20:49,planejamento_estrategico.pptx,45.32.23.104,EUA
FUNC710,Vendas,Analista,2026-04-18 09:47:49,planejamento_estrategico.pptx,166.55.103.222,Brasil
FUNC749,RH,Estagiario,2026-03-22 18:10:49,codigo_fonte.git,78.9.167.102,Russia
FUNC114,TI,Diretor,2026-03-21 10:19:49,folha_pagamento.pdf,216.44.4.255,EUA
FUNC587,Financeiro,Diretor,2026-04-06 03:41:49,planejamento_estrategico.pptx,22.239.111.6,Russia
FUNC975,Financeiro,Analista,2026-04-17 11:54:49,codigo_fonte.git,55.147.244.213,Brasil
FUNC571,Vendas,Gerente,2026-04-10 08:17:49,folha_pagamento.pdf,231.141.66.148,China
FUNC937,Financeiro,Estagiario,2026-04-17 13:25:49,codigo_fonte.git,175.58.56.208,Brasil
FUNC789,RH,Estagiario,2026-03-23 01:30:49,lista_clientes.csv,153.87.97.135,Brasil
FUNC501,Operacoes,Estagiario,2026-04-12 16:49:49,planejamento_estrategico.pptx,251.16.111.190,Brasil
FUNC240,Vendas,Estagiario,2026-04-18 18:19:49,lista_clientes.csv,111.65.45.245,China
FUNC445,RH,Gerente,2026-04-18 15:14:49,planejamento_estrategico.pptx,210.90.93.179,Brasil
FUNC903,TI,Diretor,2026-04-09 21:41:49,relatorio_mensal.xlsx,55.62.253.86,China
FUNC399,Vendas,Analista,2026-04-18 09:53:49,planejamento_estrategico.pptx,54.174.66.239,Brasil
FUNC472,TI,Gerente,2026-03-25 22:53:49,codigo_fonte.git,76.11.59.6,Brasil
FUNC554,Financeiro,Estagiario,2026-04-18 19:33:49,codigo_fonte.git,68.28.109.163,Brasil
FUNC488,TI,Estagiario,2026-04-01 02:19:49,folha_pagamento.pdf,100.126.186.238,Brasil
FUNC583,Vendas,Diretor,2026-04-04 07:03:49,folha_pagamento.pdf,209.114.155.94,Russia
FUNC348,RH,Gerente,2026-04-16 22:43:49,relatorio_mensal.xlsx,119.157.59.180,Brasil
FUNC561,Operacoes,Estagiario,2026-04-13 17:44:49,codigo_fonte.git,123.31.48.171,Brasil
FUNC811,Vendas,Gerente,2026-03-29 07:55:49,relatorio_mensal.xlsx,111.219.212.135,Russia
FUNC146,Vendas,Gerente,2026-04-02 05:19:49,codigo_fonte.git,52.45.243.117,Brasil
FUNC803,RH,Gerente,2026-04-14 18:40:49,folha_pagamento.pdf,42.156.126.181,Brasil
FUNC144,TI,Gerente,2026-03-26 10:20:49,codigo_fonte.git,48.48.59.76,China
FUNC211,Vendas,Estagiario,2026-04-05 06:43:49,folha_pagamento.pdf,218.246.100.196,EUA
FUNC437,RH,Analista,2026-03-31 05:20:49,relatorio_mensal.xlsx,187.85.27.218,Russia
FUNC342,Vendas,Gerente,2026-04-09 17:55:49,codigo_fonte.git,33.155.214.197,Brasil
FUNC911,TI,Analista,2026-04-05 06:24:49,relatorio_mensal.xlsx,95.131.138.216,Russia
FUNC932,RH,Gerente,2026-04-18 01:45:49,codigo_fonte.git,54.165.26.115,Russia
FUNC118,Vendas,Estagiario,2026-03-25 20:24:49,planejamento_estrategico.pptx,65.46.223.129,China
FUNC265,Financeiro,Estagiario,2026-04-12 06:14:49,lista_clientes.csv,4.131.41.172,Brasil
FUNC545,Financeiro,Analista,2026-04-09 15:44:49,planejamento_estrategico.pptx,206.66.10.252,Brasil
FUNC405,Operacoes,Gerente,2026-04-19 02:08:49,folha_pagamento.pdf,65.215.75.236,Brasil
FUNC442,TI,Diretor,2026-03-27 20:27:49,lista_clientes.csv,229.207.25.106,Brasil
FUNC269,Vendas,Estagiario,2026-04-16 21:44:49,lista_clientes.csv,202.138.160.141,Russia
FUNC788,TI,Estagiario,2026-03-30 05:40:49,codigo_fonte.git,201.156.139.79,EUA
FUNC865,Vendas,Analista,2026-04-11 22:27:49,folha_pagamento.pdf,184.182.94.196,Russia
FUNC362,Vendas,Analista,2026-04-09 14:19:49,lista_clientes.csv,175.86.166.31,Brasil
FUNC571,TI,Diretor,2026-04-07 04:06:49,lista_clientes.csv,132.56.215.52,Russia
FUNC539,Vendas,Analista,2026-03-21 00:45:49,codigo_fonte.git,194.181.144.233,EUA
FUNC946,Operacoes,Gerente,2026-03-23 19:45:49,planejamento_estrategico.pptx,242.85.17.209,EUA
FUNC329,TI,Gerente,2026-04-15 13:33:49,lista_clientes.csv,87.251.16.226,Russia
FUNC852,Financeiro,Estagiario,2026-04-16 17:09:49,planejamento_estrategico.pptx,233.108.66.69,EUA
FUNC551,Financeiro,Estagiario,2026-04-12 02:12:49,folha_pagamento.pdf,235.232.248.41,Russia
FUNC722,Operacoes,Gerente,2026-04-11 05:46:49,folha_pagamento.pdf,161.209.242.120,Russia
FUNC672,TI,Gerente,2026-03-20 12:58:49,codigo_fonte.git,198.209.98.181,EUA
FUNC738,Financeiro,Diretor,2026-04-13 17:32:49,folha_pagamento.pdf,153.115.245.101,Brasil
FUNC668,Vendas,Analista,2026-04-07 02:54:49,planejamento_estrategico.pptx,71.241.170.40,Brasil
FUNC341,Operacoes,Analista,2026-04-19 18:03:49,planejamento_estrategico.pptx,68.94.217.207,Brasil
FUNC994,Financeiro,Analista,2026-04-01 17:03:49,folha_pagamento.pdf,17.216.92.94,Russia
FUNC707,RH,Analista,2026-04-19 20:33:49,codigo_fonte.git,144.155.187.211,China
FUNC752,TI,Analista,2026-04-03 00:43:49,codigo_fonte.git,253.25.137.161,Brasil
FUNC332,RH,Gerente,2026-03-20 01:58:49,folha_pagamento.pdf,99.253.45.55,Brasil
FUNC416,TI,Gerente,2026-04-06 15:35:49,folha_pagamento.pdf,33.39.138.135,Brasil
FUNC550,Operacoes,Diretor,2026-04-06 20:16:49,relatorio_mensal.xlsx,48.40.192.150,EUA
FUNC176,Financeiro,Analista,2026-04-18 14:46:49,lista_clientes.csv,111.108.13.244,Russia
FUNC262,Operacoes,Analista,2026-04-01 04:04:49,folha_pagamento.pdf,222.98.235.193,Brasil
FUNC302,RH,Diretor,2026-04-07 16:06:49,codigo_fonte.git,47.86.26.17,Brasil
FUNC326,RH,Estagiario,2026-04-06 23:47:49,planejamento_estrategico.pptx,236.35.58.140,Brasil
FUNC786,Operacoes,Estagiario,2026-03-24 08:25:49,planejamento_estrategico.pptx,49.127.189.74,EUA
FUNC620,Operacoes,Analista,2026-04-12 08:17:49,folha_pagamento.pdf,1.12.172.30,Russia
FUNC193,Financeiro,Diretor,2026-04-02 15:36:49,lista_clientes.csv,102.162.245.227,Russia
FUNC471,TI,Analista,2026-03-20 12:17:49,codigo_fonte.git,210.192.180.25,Brasil
FUNC951,Vendas,Gerente,2026-04-11 16:13:49,planejamento_estrategico.pptx,178.136.62.55,Brasil
FUNC653,TI,Diretor,2026-04-01 01:30:49,folha_pagamento.pdf,135.37.218.29,Brasil
FUNC494,RH,Diretor,2026-04-06 04:12:49,lista_clientes.csv,94.167.74.48,Brasil
FUNC785,RH,Analista,2026-04-19 04:10:49,relatorio_mensal.xlsx,210.197.186.69,Brasil
FUNC295,Operacoes,Diretor,2026-04-09 16:10:49,codigo_fonte.git,139.145.137.80,China
FUNC609,Operacoes,Estagiario,2026-04-09 14:25:49,codigo_fonte.git,120.187.245.204,Brasil
FUNC819,Financeiro,Estagiario,2026-04-04 21:40:49,folha_pagamento.pdf,171.131.117.49,Brasil
FUNC149,RH,Analista,2026-04-02 07:47:49,relatorio_mensal.xlsx,229.66.113.25,China
FUNC933,Financeiro,Diretor,2026-03-27 14:21:49,planejamento_estrategico.pptx,197.5.147.118,Russia
FUNC784,TI,Diretor,2026-04-10 09:49:49,codigo_fonte.git,228.117.193.79,Brasil
FUNC404,Financeiro,Estagiario,2026-04-19 20:53:49,folha_pagamento.pdf,73.159.9.74,Brasil
FUNC128,TI,Diretor,2026-03-22 21:43:49,folha_pagamento.pdf,32.121.48.13,Brasil
FUNC794,TI,Gerente,2026-04-14 09:42:49,codigo_fonte.git,218.41.118.211,China
FUNC277,Operacoes,Estagiario,2026-04-13 12:49:49,relatorio_mensal.xlsx,249.224.217.38,Brasil
FUNC166,RH,Estagiario,2026-04-17 07:38:49,relatorio_mensal.xlsx,95.142.29.70,Brasil
FUNC989,Financeiro,Analista,2026-04-11 14:38:49,planejamento_estrategico.pptx,114.118.86.40,EUA
FUNC932,Vendas,Estagiario,2026-04-17 22:02:49,folha_pagamento.pdf,27.197.227.247,Russia
FUNC119,Vendas,Diretor,2026-04-04 21:58:49,relatorio_mensal.xlsx,186.150.160.95,Russia
FUNC127,RH,Gerente,2026-04-15 08:32:49,lista_clientes.csv,45.144.71.234,Brasil
FUNC421,TI,Analista,2026-03-24 18:40:49,lista_clientes.csv,32.61.148.166,China
FUNC542,Vendas,Analista,2026-04-15 22:35:49,planejamento_estrategico.pptx,229.237.242.137,Brasil
FUNC808,Vendas,Estagiario,2026-04-05 20:32:49,folha_pagamento.pdf,112.50.114.40,Brasil
FUNC964,Vendas,Analista,2026-03-26 02:45:49,folha_pagamento.pdf,236.22.218.142,EUA
FUNC766,Financeiro,Estagiario,2026-03-27 10:43:49,planejamento_estrategico.pptx,133.251.49.37,Russia
FUNC267,Vendas,Analista,2026-03-27 18:06:49,planejamento_estrategico.pptx,249.163.220.84,EUA
FUNC950,Financeiro,Estagiario,2026-04-03 08:31:49,codigo_fonte.git,44.40.254.126,Russia
FUNC892,Vendas,Estagiario,2026-04-18 03:41:49,folha_pagamento.pdf,188.182.124.139,Russia
FUNC603,Operacoes,Diretor,2026-04-15 02:50:49,relatorio_mensal.xlsx,107.80.40.184,China
FUNC802,Operacoes,Analista,2026-04-13 05:49:49,planejamento_estrategico.pptx,32.2.29.1,Brasil
FUNC144,Financeiro,Estagiario,2026-03-25 13:35:49,folha_pagamento.pdf,81.195.154.102,Russia
FUNC127,Operacoes,Gerente,2026-03-25 23:32:49,planejamento_estrategico.pptx,28.208.241.87,Brasil
FUNC369,TI,Analista,2026-04-05 23:29:49,planejamento_estrategico.pptx,187.151.156.49,Russia
FUNC466,Financeiro,Analista,2026-04-04 22:28:49,lista_clientes.csv,67.134.78.148,Brasil
FUNC796,Vendas,Estagiario,2026-04-15 16:35:49,relatorio_mensal.xlsx,91.154.177.126,EUA
FUNC134,RH,Gerente,2026-03-25 04:41:49,lista_clientes.csv,77.149.183.173,Brasil
FUNC327,Operacoes,Gerente,2026-03-21 04:41:49,lista_clientes.csv,163.88.35.7,Russia
FUNC470,Operacoes,Gerente,2026-04-08 21:25:49,codigo_fonte.git,112.185.58.243,Brasil
FUNC742,Operacoes,Gerente,2026-03-27 22:55:49,relatorio_mensal.xlsx,100.214.44.106,Brasil
FUNC999,Vendas,Analista,2026-04-13 16:49:49,codigo_fonte.git,160.6.79.128,Brasil
FUNC718,Financeiro,Diretor,2026-03-31 21:43:49,planejamento_estrategico.pptx,209.247.6.190,Brasil
FUNC310,RH,Estagiario,2026-03-24 15:14:49,relatorio_mensal.xlsx,60.218.115.194,Brasil
FUNC575,RH,Diretor,2026-04-17 20:03:49,lista_clientes.csv,161.243.76.73,Russia
FUNC315,Vendas,Diretor,2026-04-17 23:15:49,lista_clientes.csv,221.51.39.53,Brasil
FUNC517,TI,Analista,2026-04-09 08:03:49,folha_pagamento.pdf,239.27.183.143,Brasil
FUNC342,RH,Gerente,2026-03-25 07:14:49,folha_pagamento.pdf,105.58.112.213,EUA
FUNC439,Vendas,Estagiario,2026-03-30 05:27:49,relatorio_mensal.xlsx,90.227.88.21,Brasil
FUNC843,RH,Gerente,2026-04-16 04:57:49,lista_clientes.csv,228.81.123.133,China
FUNC974,TI,Gerente,2026-04-07 10:44:49,planejamento_estrategico.pptx,98.7.24.77,Brasil
FUNC604,Operacoes,Diretor,2026-04-06 08:31:49,planejamento_estrategico.pptx,177.185.226.137,Brasil
FUNC468,Financeiro,Analista,2026-04-15 10:20:49,relatorio_mensal.xlsx,7.161.104.144,Brasil
FUNC340,TI,Diretor,2026-04-10 19:43:49,folha_pagamento.pdf,204.56.69.219,Brasil
FUNC143,Financeiro,Diretor,2026-03-26 20:55:49,folha_pagamento.pdf,137.24.187.46,Brasil
FUNC261,RH,Estagiario,2026-04-02 23:32:49,folha_pagamento.pdf,19.170.13.5,Brasil
FUNC123,Vendas,Gerente,2026-03-26 10:05:49,codigo_fonte.git,21.142.31.85,China
FUNC970,Financeiro,Gerente,2026-04-16 16:42:49,relatorio_mensal.xlsx,240.64.111.235,Brasil
FUNC770,Vendas,Gerente,2026-03-24 19:48:49,planejamento_estrategico.pptx,66.23.133.57,Brasil
FUNC411,TI,Gerente,2026-03-25 17:09:49,folha_pagamento.pdf,62.76.144.4,Brasil
FUNC103,TI,Gerente,2026-04-09 19:37:49,planejamento_estrategico.pptx,185.56.3.27,Russia
FUNC744,Vendas,Analista,2026-04-03 09:46:49,planejamento_estrategico.pptx,194.236.151.226,Brasil
FUNC186,Operacoes,Estagiario,2026-04-19 08:35:49,folha_pagamento.pdf,44.90.245.214,China
FUNC208,Operacoes,Gerente,2026-03-21 22:02:49,lista_clientes.csv,17.245.30.74,China
FUNC919,Vendas,Analista,2026-03-29 23:04:49,planejamento_estrategico.pptx,48.220.122.231,China
FUNC361,Vendas,Gerente,2026-03-26 04:32:49,relatorio_mensal.xlsx,240.210.7.137,Brasil
FUNC454,RH,Diretor,2026-04-10 10:55:49,codigo_fonte.git,49.4.79.89,Brasil
FUNC898,TI,Analista,2026-04-19 14:23:49,folha_pagamento.pdf,166.128.168.55,Brasil
FUNC822,Operacoes,Analista,2026-04-12 14:34:49,codigo_fonte.git,156.180.189.199,Brasil
FUNC603,Vendas,Analista,2026-04-19 17:49:49,folha_pagamento.pdf,140.200.241.106,Brasil
FUNC678,Vendas,Estagiario,2026-04-05 03:22:49,planejamento_estrategico.pptx,152.236.1.51,EUA
FUNC135,Operacoes,Estagiario,2026-04-11 04:18:49,planejamento_estrategico.pptx,79.118.126.73,Brasil
FUNC932,Operacoes,Estagiario,2026-03-30 06:09:49,lista_clientes.csv,190.181.42.122,China
FUNC342,TI,Estagiario,2026-03-30 01:01:49,codigo_fonte.git,141.211.74.178,Brasil
FUNC677,TI,Analista,2026-04-02 16:06:49,codigo_fonte.git,158.94.108.152,Brasil
FUNC927,Financeiro,Estagiario,2026-04-13 10:31:49,relatorio_mensal.xlsx,80.218.103.1,Brasil
FUNC608,Operacoes,Estagiario,2026-04-19 10:30:49,planejamento_estrategico.pptx,179.101.255.120,Brasil
FUNC284,Financeiro,Gerente,2026-04-08 18:47:49,folha_pagamento.pdf,3.54.52.46,China
FUNC566,Vendas,Estagiario,2026-04-15 05:29:49,relatorio_mensal.xlsx,232.159.89.39,EUA
FUNC240,Operacoes,Analista,2026-03-21 11:27:49,folha_pagamento.pdf,248.93.5.27,Brasil
FUNC329,TI,Gerente,2026-03-23 19:40:49,relatorio_mensal.xlsx,103.20.169.194,Brasil
FUNC681,TI,Estagiario,2026-03-29 17:28:49,relatorio_mensal.xlsx,178.232.217.100,China
FUNC211,RH,Gerente,2026-04-03 13:27:49,relatorio_mensal.xlsx,122.184.100.178,China
FUNC408,RH,Analista,2026-03-22 17:41:49,codigo_fonte.git,11.160.144.189,China
FUNC947,Operacoes,Diretor,2026-04-04 15:32:49,relatorio_mensal.xlsx,176.4.23.64,Brasil
FUNC177,Operacoes,Estagiario,2026-03-27 17:07:49,codigo_fonte.git,151.194.157.2,Brasil
FUNC559,Operacoes,Estagiario,2026-03-31 10:00:49,relatorio_mensal.xlsx,119.13.124.100,Brasil
FUNC696,Operacoes,Estagiario,2026-04-18 04:19:49,lista_clientes.csv,97.205.68.16,EUA
FUNC597,Financeiro,Gerente,2026-04-19 08:42:49,lista_clientes.csv,3.51.141.133,Brasil
FUNC425,Vendas,Gerente,2026-04-02 20:57:49,codigo_fonte.git,103.124.227.140,Brasil
FUNC920,TI,Gerente,2026-04-07 17:43:49,relatorio_mensal.xlsx,213.131.34.253,Brasil
FUNC564,TI,Diretor,2026-04-16 18:14:49,planejamento_estrategico.pptx,225.210.103.3,EUA
FUNC101,Operacoes,Diretor,2026-03-24 17:13:49,lista_clientes.csv,249.157.70.93,Russia
FUNC371,RH,Gerente,2026-04-07 10:21:49,folha_pagamento.pdf,55.91.108.53,Brasil
FUNC894,RH,Gerente,2026-04-18 21:19:49,planejamento_estrategico.pptx,78.56.236.187,Brasil
FUNC105,Financeiro,Diretor,2026-04-09 09:28:49,relatorio_mensal.xlsx,40.21.17.6,Brasil
FUNC511,RH,Analista,2026-03-24 03:15:49,lista_clientes.csv,237.132.152.46,China
FUNC321,TI,Gerente,2026-04-12 08:33:49,relatorio_mensal.xlsx,113.27.14.63,Russia
FUNC960,Financeiro,Analista,2026-03-23 09:24:49,planejamento_estrategico.pptx,46.207.120.173,Brasil
FUNC396,RH,Gerente,2026-03-28 03:44:49,planejamento_estrategico.pptx,42.47.153.96,Brasil
FUNC989,TI,Diretor,2026-03-26 14:20:49,planejamento_estrategico.pptx,86.191.88.111,Brasil
FUNC636,RH,Estagiario,2026-03-30 05:16:49,planejamento_estrategico.pptx,72.140.60.238,Russia
FUNC330,RH,Analista,2026-03-21 05:59:49,lista_clientes.csv,223.71.222.145,Brasil
FUNC911,Operacoes,Diretor,2026-03-28 12:11:49,relatorio_mensal.xlsx,215.228.83.174,Brasil
FUNC144,RH,Diretor,2026-03-29 18:33:49,codigo_fonte.git,241.22.164.130,Brasil
FUNC728,Operacoes,Diretor,2026-04-03 23:07:49,codigo_fonte.git,66.62.186.238,Brasil
FUNC593,Vendas,Diretor,2026-03-25 17:59:49,relatorio_mensal.xlsx,198.192.231.237,Brasil
FUNC937,TI,Diretor,2026-04-08 04:12:49,lista_clientes.csv,71.194.23.182,Brasil
FUNC434,Financeiro,Diretor,2026-04-16 00:28:49,lista_clientes.csv,22.86.34.202,Brasil
FUNC472,Financeiro,Analista,2026-03-20 08:39:49,relatorio_mensal.xlsx,28.26.92.159,Brasil
FUNC350,Vendas,Analista,2026-04-12 09:37:49,lista_clientes.csv,203.73.169.204,EUA
FUNC583,Financeiro,Diretor,2026-03-21 04:25:49,codigo_fonte.git,183.43.8.57,Brasil
FUNC370,Financeiro,Analista,2026-04-16 13:14:49,lista_clientes.csv,64.164.123.38,Brasil
FUNC164,RH,Estagiario,2026-04-04 13:19:49,folha_pagamento.pdf,180.75.63.82,Brasil
FUNC530,TI,Diretor,2026-04-17 20:51:49,codigo_fonte.git,183.43.171.180,Brasil
FUNC830,Financeiro,Analista,2026-03-21 09:48:49,planejamento_estrategico.pptx,230.138.101.92,China
FUNC953,RH,Diretor,2026-03-31 15:17:49,lista_clientes.csv,40.146.194.19,Brasil
FUNC890,Vendas,Diretor,2026-04-15 13:57:49,planejamento_estrategico.pptx,79.252.162.140,Russia
FUNC605,RH,Estagiario,2026-04-06 03:41:49,folha_pagamento.pdf,110.79.86.75,China
FUNC263,TI,Analista,2026-03-29 05:13:49,planejamento_estrategico.pptx,207.21.112.9,Brasil
FUNC804,TI,Diretor,2026-04-09 15:18:49,relatorio_mensal.xlsx,116.39.93.215,Brasil
FUNC802,Vendas,Analista,2026-04-10 21:58:49,folha_pagamento.pdf,31.35.167.50,Brasil
FUNC516,Operacoes,Diretor,2026-04-09 21:51:49,lista_clientes.csv,74.31.233.78,Brasil
FUNC287,RH,Gerente,2026-04-06 15:07:49,planejamento_estrategico.pptx,162.189.144.55,Brasil
FUNC842,RH,Analista,2026-03-23 08:48:49,planejamento_estrategico.pptx,148.221.113.218,Russia
FUNC254,Financeiro,Gerente,2026-03-25 10:46:49,lista_clientes.csv,155.232.37.231,Brasil
FUNC831,Vendas,Analista,2026-04-04 23:47:49,folha_pagamento.pdf,99.85.12.183,Brasil
FUNC153,TI,Estagiario,2026-03-23 08:53:49,planejamento_estrategico.pptx,18.93.58.105,Brasil
FUNC516,TI,Diretor,2026-04-17 13:12:49,folha_pagamento.pdf,6.161.149.55,Russia
FUNC945,Financeiro,Gerente,2026-04-11 20:46:49,planejamento_estrategico.pptx,129.206.104.20,Brasil
FUNC422,Operacoes,Analista,2026-03-31 08:09:49,planejamento_estrategico.pptx,175.23.13.88,EUA
FUNC873,TI,Analista,2026-03-21 22:16:49,folha_pagamento.pdf,66.158.67.107,Brasil
FUNC302,RH,Analista,2026-03-22 22:24:49,planejamento_estrategico.pptx,193.4.168.128,Russia
FUNC168,Operacoes,Gerente,2026-04-17 17:59:49,lista_clientes.csv,1.141.106.243,Brasil
FUNC711,RH,Estagiario,2026-04-06 23:51:49,lista_clientes.csv,170.253.196.236,Brasil
FUNC718,TI,Estagiario,2026-04-08 00:12:49,codigo_fonte.git,33.107.192.2,Brasil
FUNC361,RH,Analista,2026-04-17 22:33:49,planejamento_estrategico.pptx,25.219.18.46,Brasil
FUNC490,Operacoes,Diretor,2026-03-26 22:03:49,folha_pagamento.pdf,163.108.30.165,EUA
FUNC500,Financeiro,Gerente,2026-04-09 06:24:49,codigo_fonte.git,29.43.33.2,Brasil
FUNC771,RH,Diretor,2026-03-24 13:49:49,planejamento_estrategico.pptx,142.81.40.49,Russia
FUNC403,RH,Estagiario,2026-03-29 01:02:49,relatorio_mensal.xlsx,199.191.48.22,Brasil
FUNC144,RH,Diretor,2026-03-30 11:37:49,codigo_fonte.git,65.237.125.148,Brasil
FUNC471,RH,Estagiario,2026-03-21 17:24:49,relatorio_mensal.xlsx,17.231.199.187,Brasil
FUNC309,Operacoes,Diretor,2026-03-25 08:09:49,relatorio_mensal.xlsx,67.132.35.30,EUA
FUNC414,TI,Gerente,2026-04-18 23:11:49,relatorio_mensal.xlsx,144.128.203.175,Russia
